LastName,FirstName,Gender,Country,Date,Competition,Round,Location,Rank,D_Score,E_Score,Penalty,Score,HB_score,HB_num_of_samples,PH_score,PH_num_of_samples,FX_score,FX_num_of_samples,PB_score,PB_num_of_samples,SR_score,SR_num_of_samples,VT_score,VT_num_of_samples
stanley,jack,m,GBR,23-26 Mar 2023,2023 British Gymnastics Championships,final,"Liverpool, England",3.0,4.5,8.4,0.0,12.9,,0,12.9,2,,0,,0,,0,,0
buus,jacob,m,DEN,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",31.0,4.6,8.433,,13.033,13.033,1,,0,,0,,0,,0,,0
edwards,jacob,m,WAL,"29 Jul-2 Aug, 2023",BIRMINGHAM 2022 Commonwealth Games,AAfinal,"Birmingham, England",5.0,5.5,7.85,,12.812999999999999,12.322000000000001,3,12.366666666666667,3,13.338666666666667,3,12.644333333333334,3,12.505333333333333,3,13.479,4
karlsen,jacob,m,NOR,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",40.0,4.5,8.8,,12.580249999999998,12.4665,2,10.9665,2,13.1665,2,11.216000000000001,2,13.633,2,14.033,2
kim,jaeho,m,KOR,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",47.0,5.3,8.2,0.1,13.371230769230767,13.3995,2,11.283000000000001,2,13.600000000000001,2,13.849499999999999,2,11.766,1,14.449,4
jarman,jake,m,GBR,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",3.0,6.7,7.733,,13.95040740740741,13.210916666666668,12,13.239090909090908,11,14.203357142857143,14,13.991416666666668,12,13.064666666666666,9,14.847652173913042,23
johnson,jake,m,GBR,23-26 Mar 2023,2023 British Gymnastics Championships,qual,"Liverpool, England",29.0,4.8,6.2,0.3,12.14375,12.55,1,12.675,2,10.7,1,11.575,2,12.4,1,13.0,1
vlahek,jakov,m,CRO,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",32.0,5.6,7.1,,12.727666666666666,,0,12.727666666666666,3,,0,,0,,0,,0
bacueti,james,m,AUS,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",69.0,5.3,8.033,0.3,12.868625000000002,,0,11.108,2,12.5665,2,,0,,0,13.9,4
hall,james,m,GBR,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",16.0,5.8,8.366,,13.670285714285715,13.604,8,13.528875,8,13.604,4,13.833166666666665,6,13.530333333333333,6,14.266666666666667,3
hardy,james,m,AUS,17-19 Mar 2023,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",28.0,5.5,7.75,,12.648538461538458,10.933,2,12.208,2,13.475,2,12.925,2,12.683,2,13.327666666666666,3
leaver,james,m,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",28.0,4.6,7.85,0.1,11.458333333333334,11.9,1,5.35,1,12.35,1,13.0,1,12.6,1,13.55,1
lewis,jamie,m,GBR,23-26 Mar 2023,2023 British Gymnastics Championships,final,"Liverpool, England",7.0,5.4,8.05,0.7,13.388071428571427,11.525,2,14.283249999999999,4,12.875,2,13.05,2,13.666666666666666,3,14.4,1
carreres,jan,m,ESP,23-26 Feb 2023,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",38.0,4.7,7.533,,10.666545454545455,12.258,2,9.15,1,12.3415,2,12.85,1,11.6,1,8.63325,4
rojo,javier,m,MEX,27-30 Apr 2023,World Cup,qual,"Cairo, Egypt",31.0,5.3,7.133,,12.227333333333334,12.366,1,11.066,1,12.433,1,,0,12.2,1,12.6495,2
sandoval,javier,m,COL,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",49.0,5.1,8.033,,12.932999999999998,13.133,1,13.2,1,,0,12.466,1,,0,,0
attygalle,jaydon,m,GBR,23-26 Mar 2023,2023 British Gymnastics Championships,qual,"Liverpool, England",14.0,4.9,7.75,0.0,11.258333333333333,7.45,1,12.05,1,12.65,1,12.15,1,9.65,1,13.6,1
rampersad,jayson,m,CAN,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",35.0,4.7,6.05,0.3,12.566666666666668,,0,13.625,2,10.45,1,,0,,0,,0
maracha,jea,m,WAL,"29 Jul-2 Aug, 2023",BIRMINGHAM 2022 Commonwealth Games,AAqual,"Birmingham, England",,4.2,8.75,,12.95,,0,,0,,0,,0,,0,12.95,1
lalonde,jenna,m,CAN,"29 Jul-2 Aug, 2023",BIRMINGHAM 2022 Commonwealth Games,AAqual,"Birmingham, England",,4.2,8.85,,13.05,,0,,0,,0,,0,,0,13.05,1
ramirez,jeordy,m,DOM,24-28 Jun 2023,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",17.0,4.7,7.8,,11.850000000000001,11.35,1,10.35,1,12.5,1,12.875,2,11.15,1,,0
gruenberg,jermain,m,NED,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",75.0,5.2,7.8,0.1,12.800090909090905,12.953,5,11.899666666666667,3,12.055333333333332,3,13.294999999999998,5,12.799333333333331,3,13.366333333333335,3
grünberg,jermain,m,,8-11 Jun 2023,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",14.0,5.0,7.45,,13.388666666666666,12.45,1,,0,,0,13.858,2,,0,,0
moore,jesse,m,AUS,"29 Jul-2 Aug, 2023",BIRMINGHAM 2022 Commonwealth Games,AAfinal,"Birmingham, England",14.0,5.1,6.7,,13.0766,14.15,1,13.505333333333333,3,12.325,2,13.9,1,12.0,2,13.55,1
corrales,jhossua,m,CRC,24-28 Jun 2023,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",13.0,4.5,8.2,,9.883333333333331,11.1,1,,0,12.7,1,10.8,1,11.05,1,6.825,2
yang,jiaxing,m,CHN,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",52.0,6.1,7.2,,13.524500000000002,13.666,1,12.666,1,13.3,1,,0,,0,14.466,1
zona,jim,m,FRA,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",39.0,5.3,8.233,0.1,12.004454545454546,13.2165,2,12.7915,2,13.6165,2,,0,13.225,2,8.783333333333333,3
zou,jingyuan,m,CHN,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,final,"Liverpool, England",1.0,6.9,9.266,,15.141299999999998,,0,13.948,2,,0,15.948,4,14.93125,4,,0
lenberg,joakim,m,SWE,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",98.0,4.9,7.6,,12.195882352941178,11.688666666666668,3,11.299499999999998,2,12.866333333333335,3,11.966666666666669,3,11.922000000000002,3,13.133333333333333,3
amblie,joar,m,NOR,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",82.0,3.7,8.8,,12.683,,0,,0,,0,12.5,1,12.866,1,,0
cemlyn,joe,m,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",11.0,5.5,7.95,0.0,12.998111111111111,13.1415,4,12.325,2,13.049999999999999,3,13.116666666666667,3,12.825,4,13.475000000000001,2
fraser,joe,m,GBR,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",12.0,5.7,8.166,,14.055333333333335,13.68525,8,14.023888888888889,9,13.624749999999999,4,14.628,10,14.04985714285714,7,13.874749999999999,4
alvarez,joel,m,CHI,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",94.0,5.1,7.466,,12.382833333333332,12.366,1,10.366,1,12.566,1,12.933,1,12.366,1,13.7,1
catarino,joel,m,POR,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",58.0,4.3,8.366,,11.955333333333334,12.666,1,,0,,0,11.2,1,12.0,1,,0
plata,joel,m,ESP,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",4.0,6.0,8.333,,13.600827586206897,13.394166666666665,6,12.54975,4,13.9198,5,13.788333333333334,3,13.283000000000001,4,14.251999999999999,7
gunnarsson,jon,m,ISL,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",93.0,4.7,7.533,,12.3995,,0,,0,,0,,0,12.3995,2,,0
thorisson,jonas,m,ISL,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",91.0,5.0,7.633,,12.323625,11.9495,2,10.755333333333333,3,13.0205,4,12.4995,2,11.55,2,13.610666666666667,3
oconnell,jorden,m,NZL,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",29.0,4.4,8.15,,12.116666666666667,10.6,1,13.2,1,,0,12.55,1,,0,,0
hagenaar,jordi,m,NED,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",36.0,5.4,8.233,,12.963272727272727,13.133,2,11.2995,2,13.332999999999998,2,13.633,1,12.833,2,13.883,2
vega,jorge,m,CCS,24-28 Jun 2023,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",3.0,5.5,8.3,,13.516666666666667,,0,,0,13.8,1,,0,,0,13.375,2
escandon,jose,m,CUB,24-28 Jun 2023,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",19.0,4.5,7.0,,11.983333333333334,11.5,1,,0,,0,12.3,1,12.15,1,,0
lopez,jose,m,PUR,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",130.0,5.4,5.666,0.5,12.449090909090911,12.14575,4,11.372,3,12.155333333333333,3,12.727666666666666,3,12.629000000000001,4,13.2032,5
martinez,jose,m,COL,24-28 Jun 2023,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",26.0,4.4,6.9,,12.15,11.8,1,12.65,2,11.3,1,12.95,1,11.75,1,11.95,1
mendes,jose,m,POR,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",26.0,5.6,7.833,0.1,13.015333333333333,12.833,1,12.466,1,13.333,1,12.9,1,12.9,1,13.66,1
nogueira,jose,m,POR,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",82.0,5.5,7.4,0.1,12.639045454545455,12.524750000000001,4,12.191,4,12.949750000000002,4,12.266250000000001,4,12.421999999999999,3,13.688666666666668,3
cemlyn,joseph,m,WAL,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,final,"Birmingham, England",8.0,5.1,6.566,0.3,12.75825,11.35,1,12.75,1,12.383,2,13.3,1,13.1,1,13.4,2
hatoguan,joseph,m,INA,1-4 Mar 2023,World Cup,qual,"Doha, Qatar",26.0,5.2,8.866,,11.4662,,0,11.333,1,10.833,1,,0,8.166,1,13.499500000000001,2
cook,joshua,m,WAL,"29 Jul-2 Aug, 2023",BIRMINGHAM 2022 Commonwealth Games,AAfinal,"Birmingham, England",7.0,5.5,7.6,,12.649999999999999,12.55,2,12.05,2,12.85,2,12.2,2,12.55,2,13.7,2
karnes,joshua,m,USA,1-5 Aug 2023,2023 FISH World University Games,AAfinal,"Chengdu, China",5.0,5.3,8.566,,13.621583333333334,13.483,2,13.316500000000001,2,13.683,2,13.9995,2,12.916,2,14.3315,2
nathan,joshua,m,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",9.0,5.6,8.05,0.0,13.31561111111111,13.118625,8,13.158125000000002,8,13.4915,4,13.316624999999998,8,13.02475,4,14.137500000000001,4
williams,joshua,m,ESP,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",30.0,5.1,8.166,,12.999500000000003,13.466,1,12.3,1,13.266,1,12.966,1,12.733,1,13.266,1
calvo,jossimar,m,COL,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",74.0,5.6,7.333,,13.552000000000001,13.4,1,13.3,1,12.933,1,15.065999999999999,2,12.066,1,13.033,1
juarez,josue,m,MEX,24-28 Jun 2023,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",15.0,4.2,7.65,,12.25,11.85,1,11.45,1,,0,13.45,1,,0,,0
besana,juancho,m,PHI,1-4 Mar 2023,World Cup,qual,"Doha, Qatar",29.0,4.8,7.466,0.3,13.103333333333333,12.1665,2,,0,12.733,1,,0,,0,13.477333333333334,6
jato,julian,m,ARG,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",55.0,4.9,7.666,,11.8885,11.2,1,9.533,1,12.566,1,12.266,1,12.566,1,13.2,1
saleur,julien,m,FRA,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",56.0,5.1,8.0,,13.385285714285715,12.916,2,13.483,2,13.1,1,13.733,1,,0,14.066,1
liew,jun,m,SGP,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",64.0,4.6,7.5,,10.960833333333333,10.2,1,11.566,1,12.1,1,10.833,1,11.233,1,9.833,1
lee,junghyo,m,KOR,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",66.0,5.3,7.566,,13.00375,12.766,2,13.0665,2,,0,13.166,2,13.0165,2,,0
seo,jungwon,m,KOR,1-5 Aug 2023,2023 FISU World University Games,final,"Chengdu, China",8.0,5.3,7.0,,13.420833333333334,,0,13.233,1,13.100000000000001,2,13.166,1,13.766,1,14.16,1
lee,junho,m,KOR,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",85.0,5.3,7.433,,13.4205,12.233,1,12.633,1,12.733,1,13.266,1,13.433,1,14.355333333333334,3
ng,ka,m,HKG,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",57.0,5.6,7.8,,13.75825,,0,,0,,0,,0,,0,13.75825,4
garnczarek,kacper,m,POL,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",106.0,4.9,7.4,0.1,12.777499999999998,12.866,1,12.9,1,12.2,1,13.033,1,12.2,1,13.466,1
sugimoto,kaito,m,JPN,1-5 Aug 2023,2023 FISU World University Games,final,"Chengdu, China",3.0,5.5,8.733,,14.088166666666666,14.165,2,12.333,1,,0,14.883,2,14.1,1,,0
tanigawa,kakeru,m,JPN,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",9.0,5.8,8.5,,12.951076923076922,13.6,1,14.444,3,14.275,2,13.8915,2,13.3415,2,9.472,3
nelson,kameron,m,USA,27-30 Apr 2023,World Cup,final,"Cairo, Egypt",8.0,6.0,5.8,,13.655333333333333,,0,,0,12.600000000000001,2,,0,,0,14.182999999999998,4
idesjoe,karl,m,SWE,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",80.0,5.0,7.7,0.1,12.270176470588236,12.0995,4,7.866,2,12.649999999999999,2,13.433,3,13.20775,4,13.0165,2
adapa,karthik,m,CAY,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",34.0,4.0,6.6,,10.433333333333334,10.15,1,9.1,1,10.6,1,11.15,1,10.0,1,11.6,1
matsumi,kazuki,m,JPN,9-12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",13.0,6.1,7.466,0.1,13.961428571428572,14.133,2,12.866,1,13.466,1,14.6995,2,13.733,1,,0
minami,kazuki,m,JPN,1-5 Aug 2023,2023 FISU World University Games,final,"Chengdu, China",4.0,6.4,7.333,0.1,14.414222222222223,,0,,0,14.13225,4,,0,,0,14.6398,5
kaya,kazuma,m,JPN,1-5 Aug 2023,2023 FISH World University Games,AAfinal,"Chengdu, China",16.0,5.7,7.2,,14.235347826086956,14.074750000000002,4,14.459,5,13.7924,5,14.6524,5,13.9995,2,14.298,2
cham,kelvin,m,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",15.0,5.2,7.9,0.0,12.450000000000001,12.35,1,10.6,1,13.1,1,11.9,1,13.0,1,13.100000000000001,2
tamane,kenji,m,CAN,"29 Jul-2 Aug, 2023",BIRMINGHAM 2022 Commonwealth Games,AAfinal,"Birmingham, England",6.0,5.0,8.1,,12.262944444444445,9.833333333333334,3,11.783249999999999,4,12.966666666666667,3,13.283333333333333,3,13.0,3,13.175,2
sener,kerem,m,TUR,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",110.0,5.2,4.866,0.3,12.361516129032257,12.833,7,10.877666666666668,3,12.087000000000002,4,13.133000000000001,6,13.4662,5,11.044333333333334,6
buckley,kevin,m,SLO,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",109.0,4.4,7.6,,12.008000000000001,11.810666666666668,3,13.055000000000001,3,12.0,1,10.383,2,12.0,2,12.733,1
crovetto,kevin,m,MON,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",107.0,4.4,7.666,,11.038499999999999,12.166,1,6.4,1,12.066,1,10.266,1,12.233,1,13.1,1
espinosa,kevin,m,PAN,24-28 Jun 2023,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",31.0,3.8,6.55,,10.35,,0,,0,10.35,1,10.35,1,,0,,0
penev,kevin,m,BUL,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",29.0,5.6,7.966,,12.746818181818183,12.233,1,12.433333333333335,3,13.004,4,11.866,1,12.9,1,13.9,1
ergashev,khabibullo,m,UZB,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",86.0,4.9,7.8,,12.916461538461537,12.099666666666664,3,13.7165,2,12.7,1,13.155333333333331,3,12.772,3,13.7,1
vanstroem,kim,m,SWE,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",92.0,5.3,7.033,,12.42475,12.333,1,,0,12.333,1,12.633,1,12.4,1,,0
vanstrom,kim,m,SWE,1-4 Mar 2023,World Cup,final,"Doha, Qatar",7.0,5.8,7.566,,13.032666666666666,12.066,1,,0,13.516,2,,0,,0,,0
smith,kiplin,m,AUS,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",77.0,4.3,6.866,0.3,12.036181818181818,11.822000000000001,3,11.83325,4,10.866,1,,0,,0,12.911,3
maeda,koki,m,JPN,1-4 Mar 2023,World Cup,final,"Doha, Qatar",4.0,5.9,8.8,,14.0915,,0,13.933,1,,0,14.45,2,13.533,1,,0
konstantinidis,konstantinos,m,GRE,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",59.0,6.0,7.033,,13.493200000000002,,0,,0,,0,,0,13.493200000000002,5,,0
fellows,korben,m,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",12.0,5.2,7.5,0.0,12.65,12.7,1,12.575,2,,0,,0,12.75,1,,0
danishevski,kristian,m,FIN,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",49.0,5.0,7.8,,13.166333333333334,,0,,0,12.8,1,,0,,0,13.349499999999999,2
bohorquez,kristopher,m,COL,24-28 Jun 2023,2023 Central American and Caribbean Games,final,"San Salvador, El Salvador",1.0,5.6,8.3,,13.5,,0,,0,,0,,0,13.5,2,,0
balazs,krisztian,m,HUN,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",22.0,5.3,7.633,0.1,13.284214285714285,13.644166666666665,6,12.7132,5,12.882750000000001,4,13.993,5,12.9665,4,13.29125,4
meszaros,krisztofer,m,HUN,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",15.0,5.8,7.9,,13.612016666666666,12.9248,10,13.481399999999999,10,14.12409090909091,11,14.143,10,12.959285714285715,7,13.762416666666667,12
rutter,kurtis,m,GBR,23-26 Mar 2023,2023 British Gymnastics Championships,qual,"Liverpool, England",27.0,4.6,6.2,0.0,10.828571428571427,8.5,1,7.45,1,10.8,1,11.0,1,12.15,1,12.95,2
davis,lachlan,m,AUS,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",61.0,4.9,7.6,0.3,12.7265,,0,12.633,1,12.2,1,12.633,1,11.9,1,13.496500000000001,2
smith,lachlan,m,AUS,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",52.0,4.7,7.7,,12.208,12.4,1,11.933,1,,0,12.233,1,12.266,1,,0
najjar,lais,m,SYR,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",54.0,5.3,7.966,,12.683,11.466,1,12.533,1,13.266,1,13.333,1,12.0,1,13.5,1
blixt,landen,m,USA,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",59.0,5.4,7.533,0.6,13.172000000000002,13.3,1,12.633,1,12.333,1,13.566,1,12.5,1,14.7,1
denommee,laurie,m,CAN,"29 Jul-2 Aug, 2023",BIRMINGHAM 2022 Commonwealth Games,AAqual,"Birmingham, England",,4.6,9.05,,13.65,,0,,0,,0,,0,,0,13.65,1
giannini,lay,m,ITA,1-5 Aug 2023,2023 FISH World University Games,AAfinal,"Chengdu, China",12.0,5.4,8.0,0.1,12.640052631578948,13.4,3,12.716666666666669,3,13.4,3,13.373999999999999,4,13.1495,2,10.454,4
sauve,leandre,m,CAN,17-19 Mar 2023,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",29.0,5.6,7.65,,13.300000000000002,,0,,0,13.25,1,,0,,0,13.325,2
pena,leandro,m,DOM,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",104.0,5.1,7.166,,12.141952380952379,12.162500000000001,4,9.777666666666667,3,12.238666666666667,3,12.588666666666668,3,12.033333333333333,3,13.283199999999999,5
saladino,leo,m,FRA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",68.0,5.5,7.866,0.3,13.40869696969697,12.4262,5,12.579600000000001,5,13.5928,5,13.9862,5,13.366399999999999,5,14.091375,8
prügel,leonard,m,GE2,17-19 Mar 2023,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",51.0,5.3,6.25,,10.24,11.55,1,12.8,1,,0,13.75,1,,0,6.55,2
skhiladze,levan,m,GEO,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",72.0,4.2,8.233,,12.245181818181818,11.7165,2,12.511000000000001,3,,0,11.777333333333333,3,12.799666666666667,3,,0
rabic,liam,m,CRO,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",62.0,5.3,6.166,,11.466,,0,11.466,1,,0,,0,,0,,0
smet,liam,m,BEL,8-11 Jun 2023,2023 Osijek Challenge Cup,final,"Osijek, Croatia.",7.0,5.6,7.6,,13.399999999999999,,0,,0,,0,,0,13.399999999999999,2,,0
de,loran,m,NED,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",31.0,5.6,8.2,,13.980166666666667,,0,14.360666666666665,6,,0,13.841249999999999,4,13.116499999999998,2,,0
munck,loran,m,NED,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",50.0,5.6,8.166,,13.649666666666667,,0,13.905333333333333,3,,0,13.508,2,13.166,1,,0
bonicelli,lorenzo,m,ITA,1-5 Aug 2023,2023 FISH World University Games,AAfinal,"Chengdu, China",9.0,5.5,7.866,,13.50453846153846,13.6665,2,13.3995,2,13.676333333333332,3,13.783,2,12.9665,2,13.4495,2
carrozzo,lorenzo,m,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",31.0,4.7,6.65,0.0,11.225,12.55,1,6.2,1,11.35,1,12.1,1,12.4,1,12.75,1
casali,lorenzo,m,ITA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",21.0,5.3,7.666,,13.563411764705885,12.899600000000001,5,12.7064,5,13.821999999999997,6,13.955166666666665,6,13.399666666666667,6,14.344166666666666,6
giubellini,luca,m,SUI,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",63.0,5.8,7.566,0.3,13.913,,0,13.866,1,13.066,1,,0,,0,14.210999999999999,3
desanges,lucas,m,FRA,11-16 Apr 2023,2023 Senior European Championships,final,"Antalya, Turkey",7.0,5.7,7.766,0.1,12.325461538461537,13.2915,2,13.071999999999997,3,13.655333333333333,3,12.733,2,,0,9.333333333333334,3
kochan,lucas,m,GER,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",48.0,5.4,7.833,,12.5457,13.033199999999999,5,11.616499999999998,2,13.453999999999999,4,13.377666666666668,3,13.05,1,11.1032,5
souza,lucas,m,BRA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",18.0,5.4,8.433,,12.558,13.833,1,11.9,1,,0,11.733,1,12.766,1,,0
il,luis,m,SWE,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",73.0,4.6,8.266,,11.387545454545453,11.866,1,9.7165,2,12.866,1,10.344333333333333,3,12.344,3,13.033,1
bojanc,luka,m,SLO,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",63.0,5.1,7.8,,12.1598,,0,,0,,0,,0,12.1598,5,,0
keybus,luka,m,BEL,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",18.0,5.3,8.033,,13.171916666666668,13.0495,2,11.1495,2,13.5165,2,14.1995,2,12.8,2,14.3165,2
van,luka,m,BEL,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",84.0,5.6,6.9,,12.966416666666666,12.97475,4,11.82475,4,13.3332,5,13.0996,5,12.722,3,13.888666666666666,3
dauser,lukas,m,GER,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",16.0,5.3,8.366,,13.726280000000001,12.95825,4,12.866333333333335,3,13.766,4,14.999666666666668,6,13.108,4,13.80775,4
whitehouse,luke,m,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,final,"Liverpool, England",3.0,6.0,7.87,0.1,13.281923076923077,12.14575,4,11.8398,5,14.022,9,12.1966,5,13.4165,4,14.113833333333334,12
zulfa,luqman,m,MAS,23-26 Feb 2023,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",40.0,5.4,6.5,,11.577666666666667,12.133,1,,0,11.9,1,10.7,1,,0,,0
huernink,luuk,m,NED,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",76.0,5.3,7.566,,12.84975,12.6,1,,0,12.866,1,12.133,1,,0,13.8,1
saladino,léo,m,FRA,17-19 Mar 2023,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",22.0,5.5,8.05,,11.235714285714286,12.55,1,11.2,1,13.55,1,14.05,1,13.55,1,6.875,2
ahmad,mahdi,m,IRI,1-5 Aug 2023,2023 FISU World University Games,final,"Chengdu, China",8.0,6.0,7.766,,14.507249999999999,,0,,0,,0,,0,14.507249999999999,8,,0
