LastName,FirstName,Gender,Country,Date,Competition,Round,Location,Rank,D_Score,E_Score,Penalty,Score,HB,PH,FX,PB,SR,VT,BB,UB,index
ADAPA,Karthik,m,CAY,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",34.0,4.0,6.6,,10.6,10.15,9.1,10.6,11.15,10.0,11.6,,,225
MCDONALD,Kate,w,AUS,17-19 Mar 2023,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",32.0,5.0,6.7,,11.7,,,11.85,,,,11.7,12.55,6741
MOLLOY,Kate,w,IRL,11-14 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",108.0,4.6,4.866,,9.466,,,10.7,,,12.1,10.332999999999998,10.1995,7147
SAYER,Kate,w,AUS,17-19 Mar 2023,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",20.0,4.9,7.25,,12.15,,,12.15,,,6.625,,12.1,9325
Palicka,Katrin,w,AUT,1-4 Jun 2023,2023 Tel Aviv Challenge Cup,qual,"Tel Aviv, Israel",23.0,3.9,5.033,,8.933,,,12.0,,,,8.933,11.267,8530
JUREVICA,Katrina,w,LAT,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",80.0,4.6,5.666,,10.266,,,11.122,,,12.099666666666666,10.421666666666667,9.7,4561
Jurevica,Katrina,w,,8-11 Jun 2023,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",9.0,4.2,8.4,,12.6,,,,,,12.399999999999999,,,4582
GAMAGE,Kaushini,w,SRI,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",38.0,2.7,5.3,,8.0,,,7.85,,,,8.0,7.0,3258
MATSUMI,Kazuki,m,JPN,9-12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",13.0,6.1,7.466,0.1,13.466,14.133,12.866,13.466,14.6995,13.733,,,,6663
MINAMI,Kazuki,m,JPN,1-5 Aug 2023,2023 FISU World University Games,final,"Chengdu, China",4.0,6.4,7.333,0.1,13.63,,,14.13225,,,14.6398,,,6975
KAYA,Kazuma,m,JPN,1-5 Aug 2023,2023 FISH World University Games,AAfinal,"Chengdu, China",16.0,5.7,7.2,,12.9,14.074750000000002,14.459,13.7924,14.6524,13.9995,14.298,,,4885
ROLSTON LARKING,Keira,w,NZL,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",102.0,4.6,6.466,0.1,10.966,,,11.833,,,11.733,10.966,10.833,8944
THORNTON,Keira,w,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",57.0,4.3,5.1,0.1,9.3,,,11.75,,,12.8125,11.266666666666666,11.875,10396
SIMM,Kelly,w,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",28.0,4.8,6.1,0.0,10.9,,,12.875,,,12.75,10.9,12.700000000000001,9607
CHAM,Kelvin,m,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",15.0,5.2,7.9,0.0,13.1,12.35,10.6,13.1,11.9,13.0,13.100000000000001,,,1652
TAMANE,Kenji,m,CAN,"29 Jul-2 Aug, 2023",BIRMINGHAM 2022 Commonwealth Games,AAfinal,"Birmingham, England",6.0,5.0,8.1,,13.1,9.833333333333334,11.783249999999999,12.966666666666667,13.283333333333333,13.0,13.175,,,10190
SENER,Kerem,m,TUR,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",110.0,5.2,4.866,0.3,9.766,12.833,10.877666666666668,12.087000000000002,13.133000000000001,13.4662,11.044333333333334,,,9469
CROVETTO,Kevin,m,MON,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",107.0,4.4,7.666,,12.066,12.166,6.4,12.066,10.266,12.233,13.1,,,1903
ESPINOSA,Kevin,m,PAN,24-28 Jun 2023,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",31.0,3.8,6.55,,10.35,,,10.35,10.35,,,,,2833
PENEV,Kevin,m,BUL,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",29.0,5.6,7.966,,13.566,12.233,12.100000000000001,12.708,11.866,12.9,13.9,,,8160
Penev,Kevin,m,,8-11 Jun 2023,2023 Osijek Challenge Cup,final,"Osijek, Croatia.",8.0,5.8,6.7,,12.5,,13.1,13.3,,,,,,8550
BUCKLEY,Kevin George,m,SLO,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",109.0,4.4,7.6,,12.0,11.810666666666668,13.055000000000001,12.0,10.383,12.0,12.733,,,1301
ERGASHEV,Khabibullo,m,UZB,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",86.0,4.9,7.8,,12.7,12.099666666666664,13.7165,12.7,13.155333333333331,12.772,13.7,,,2740
BUI,Kim,w,GER,11-14 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",17.0,4.9,7.933,,12.833,,,12.9495,,,13.183,12.833,13.899666666666667,1313
VANSTROEM,Kim,m,SWE,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",92.0,5.3,7.033,,12.333,12.333,,12.333,12.633,12.4,,,,11022
VANSTROM,Kim,m,SWE,1-4 Mar 2023,World Cup,final,"Doha, Qatar",7.0,5.8,7.566,,13.366,12.066,,13.516,,,,,,11026
Smith,Kiplin,m,AUS,8-11 Jun 2023,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",10.0,4.6,8.3,,12.9,11.350000000000001,11.866666666666665,,,,12.9,,,10119
SMITH,Kiplin Morrish,m,AUS,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",77.0,4.3,6.866,0.3,10.866,12.766,11.733,10.866,,,12.933,,,9765
Rampono,Kirsten,w,RSA,1-4 Jun 2023,2023 Tel Aviv Challenge Cup,qual,"Tel Aviv, Israel",14.0,4.5,5.867,,10.367,,,,,,11.483,,10.367,9090
FOWLER,Kirsty,w,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",49.0,4.6,5.3,0.0,9.9,,,10.7,,,12.524999999999999,9.9,9.7,2990
PETERKOVA,Klara,w,CZE,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",121.0,5.0,5.433,,10.433,,,11.566333333333333,,,12.2,11.155,10.888666666666666,8226
USHIOKU,Kohane,w,JPN,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",6.0,5.4,7.766,0.3,12.866,,,12.866,,,9.748999999999999,,,10914
MAEDA,Koki,m,JPN,1-4 Mar 2023,World Cup,final,"Doha, Qatar",4.0,5.9,8.8,,14.7,,13.933,,14.45,13.533,,,,6309
FUKASAWA,Kokoro,w,JPN,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",25.0,6.2,7.3,,13.5,,,,,,13.333,12.183,12.455333333333334,3128
MARAGKOU,Konstantina,w,GRE,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",138.0,3.5,6.2,,9.7,,,11.3,,,,11.1,10.0665,6475
KONSTANTINIDIS,Konstantinos,m,GRE,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",59.0,6.0,7.033,,13.033,,,,,13.493200000000002,,,,5245
FELLOWS,Korben,m,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",12.0,5.2,7.5,0.0,12.7,12.7,12.575,,,12.75,,,,2904
YERBOSSYNKYZY,Korkem,w,KAZ,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",142.0,4.3,4.9,,9.2,,,10.3,,,11.666,9.2,10.633,11651
DANISHEVSKI,Kristian Aleksi,m,FIN,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",49.0,5.0,7.8,,12.8,,,12.8,,,13.349499999999999,,,2056
ZIVADINOVIC,Kristina,w,SRB,25-28 May 2023,2023 Varna World Challenge Cup Results,qual,"Varna, Bulgaria",29.0,4.4,4.633,0.1,8.933,,,,,,,8.933,,11864
Zivadinovic,Kristina,w,,8-11 Jun 2023,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",29.0,4.2,5.366,,9.566,,,11.333,,,,9.566,,11937
BOHORQUEZ,Kristopher,m,COL,24-28 Jun 2023,2023 Central American and Caribbean Games,final,"San Salvador, El Salvador",1.0,5.6,8.3,,13.9,,,,,13.5,,,,1125
BALAZS,Krisztian,m,HUN,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",22.0,5.3,7.633,0.1,12.833,13.644166666666665,12.7132,12.882750000000001,13.993,12.9665,13.29125,,,803
MESZAROS,Krisztofer,m,HUN,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",15.0,5.8,7.9,,13.7,12.971142857142857,12.988500000000002,14.13314285714286,14.110666666666667,13.144166666666669,13.9165,,,6861
Meszaros,Krisztofer,m,HUN,8-11 Jun 2023,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",4.0,6.0,8.2,,14.2,12.816666666666668,14.220749999999999,14.108250000000002,14.1915,11.85,13.608333333333336,,,7416
ABEYRATNE,Kumudi Imanya,w,SRI,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",36.0,3.9,5.2,,9.1,,,7.35,,,,9.1,5.5,140
RUTTER,Kurtis,m,GBR,23-26 Mar 2023,2023 British Gymnastics Championships,qual,"Liverpool, England",27.0,4.6,6.2,0.0,10.8,8.5,7.45,10.8,11.0,12.15,12.95,,,9062
DAVIS,Lachlan Kent,m,AUS,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",61.0,4.9,7.6,0.3,12.2,,12.633,12.2,12.633,11.9,13.496500000000001,,,2109
SMITH,Lachlan Robert,m,AUS,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",52.0,4.7,7.7,,12.4,12.4,11.933,,12.233,12.266,,,,9769
SALEM,Lahna,w,ALG,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",126.0,4.1,6.133,,10.233,,,10.733,,,12.033,10.499500000000001,10.3995,9209
FONT,Laia,w,ESP,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",43.0,4.8,6.733,,11.533,,,12.4165,,,12.740444444444444,11.533,11.733,2972
MASFERRER,Laia,w,ESP,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",63.0,4.6,7.133,,11.733,,,,,,12.866,12.1995,11.3,6613
Masferrer,Laia,w,ESP,1-4 Jun 2023,2023 Tel Aviv Challenge Cup,qual,"Tel Aviv, Israel",14.0,4.7,7.0,,11.7,,,11.7,,,12.3335,,11.5835,7398
NAJJAR,Lais,m,SYR,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",54.0,5.3,7.966,,13.266,11.466,12.533,13.266,13.333,12.0,13.5,,,7496
HERRERA,Lana,w,PAN,27-30 Apr 2023,World Cup,qual,"Cairo, Egypt",37.0,4.0,4.7,,8.7,,,11.833,,,12.5495,8.7,11.9,3986
HERRERA RODRIGUEZ,Lana,w,PAN,24-28 Jun 2023,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",27.0,4.6,5.5,,10.1,,,12.475000000000001,,,12.85,10.1,12.2,3991
BLIXT,Landen Paul,m,USA,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",59.0,5.4,7.533,0.6,12.333,13.3,12.633,12.333,13.566,12.5,14.7,,,1117
CRNJAC,Lara,w,SLO,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",20.0,4.3,7.533,,11.833,,,,,,,,11.833,1902
Crnjac,Lara,w,SLO,8-11 Jun 2023,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",17.0,3.6,7.733,,11.333,,,,,,,,11.333,1975
SPEERS,Lara,w,GBR,23-26 Mar 2023,2023 British Gymnastics Championships,qual,"Liverpool, England",42.0,3.9,5.6,0.0,9.5,,,10.85,,,12.5,9.5,10.8,9841
DEMARSICO,Lara Albertina,w,ARG,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",21.0,4.1,7.533,,11.633,,,11.366,,,11.66,11.633,10.733,2288
CASABUENA,Laura,w,ESP,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",24.0,5.0,2.6,0.1,7.5,,,12.881222222222222,,,12.849799999999998,11.537857142857144,12.647428571428572,1547
NELSON,Laura,w,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",56.0,4.2,5.3,0.1,9.4,,,11.0,,,12.616666666666665,9.825,10.100000000000001,7606
DUCAS,Lauren,w,CUB,24-28 Jun 2023,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",19.0,4.5,5.75,,10.25,,,11.0,,,11.45,10.575,8.175,2572
DENOMMEE,Laurie,w,CAN,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",22.0,5.3,7.966,,13.266,,,13.022,,,13.209999999999999,11.3,12.588666666666667,2292
GIANNINI,Lay,m,ITA,1-5 Aug 2023,2023 FISH World University Games,AAfinal,"Chengdu, China",12.0,5.4,8.0,0.1,13.3,13.4,12.716666666666669,13.4,13.373999999999999,13.1495,10.454,,,3417
Franceries,Lea,w,FRA,1-4 Jun 2023,2023 Tel Aviv Challenge Cup,final,"Tel Aviv, Israel",3.0,5.3,7.533,,12.833,,,,,,12.4835,12.9165,,3142
QUAAS,Lea,w,GE1,17-19 Mar 2023,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",28.0,5.3,6.7,,12.0,,,11.85,,,6.475,12.0,12.3,8589
WARTMANN,Lea,w,GE2,17-19 Mar 2023,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",29.0,4.8,7.05,,11.85,,,,,,,11.85,,11365
QUAAS,Lea Marie,w,GER,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",70.0,4.9,6.7,,11.6,,,11.999666666666664,,,13.133,11.366666666666667,12.7,8594
SAUVE,Leandre,m,CAN,17-19 Mar 2023,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",29.0,5.6,7.65,,13.25,,,13.25,,,13.325,,,9310
PENA,Leandro,m,DOM,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",104.0,5.1,7.166,,12.266,12.162500000000001,9.777666666666667,12.238666666666667,12.588666666666668,12.033333333333333,13.283199999999999,,,8121
WONG,Leanne,w,USA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",21.0,5.0,8.766,,13.766,,,,,,13.433,,,11549
PENGKEREGO RAVENSCROFT,Leasha,w,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",34.0,5.0,5.75,0.0,10.75,,,11.6,,,12.466666666666667,10.75,10.8,8168
MARTINEZ,Leila,w,ARG,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",108.0,5.0,5.8,,10.8,,,12.1,,,12.666,10.8,,6565
BICKEL,Lena,w,SUI,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",90.0,5.1,4.9,,10.0,,,13.033,,,13.366,10.0,11.233,1079
BOHLE,Leni,w,AUT,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",84.0,4.8,5.366,,10.166,,,,,,13.0,10.166,,1123
SALADINO,Leo,m,FRA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",68.0,5.5,7.866,0.3,13.066,12.4262,12.579600000000001,13.5928,13.9862,13.366399999999999,14.091375,,,9167
PRÜGEL,Leonard,m,GE2,17-19 Mar 2023,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",51.0,5.3,6.25,,11.55,11.55,12.8,,13.75,,6.55,,,8522
SKHILADZE,Levan,m,GEO,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",72.0,4.2,8.233,,12.433,11.7165,12.511000000000001,,11.777333333333333,12.799666666666667,,,,9695
YEOH,Li Wen,w,MAS,27-30 Apr 2023,World Cup,qual,"Cairo, Egypt",21.0,4.9,6.766,0.3,11.366,,,,,,,,11.366,11649
YEOH,Li Wen Rachel,w,MAS,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",16.0,4.8,7.0,,11.8,,,,,,,,11.8,11650
SOBRAL,Lia,w,POR,11-14 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",115.0,4.2,4.533,,8.733,,,11.7,,,12.066,8.733,10.633,9807
RABIC,Liam,m,CRO,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",62.0,5.3,6.166,,11.466,,11.466,,,,,,,8611
Smet,Liam de,m,BEL,8-11 Jun 2023,2023 Osijek Challenge Cup,final,"Osijek, Croatia.",7.0,5.6,7.6,,13.2,,,,,13.399999999999999,,,,10117
RAZ,Lihie,w,ISR,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",27.0,5.3,7.333,,12.633,,,12.433250000000001,,,12.988666666666667,11.108,11.34125,8740
Raz,Lihie,w,ISR,1-4 Jun 2023,2023 Tel Aviv Challenge Cup,qual,"Tel Aviv, Israel",6.0,5.2,7.467,,12.667,,,12.683499999999999,,,12.375,11.517,11.167,9104
COSMAN,Lilia,w,ROU,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",35.0,5.3,7.366,,12.666,,,,,,13.166,,12.666,1879
MORING,Liliana,w,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",31.0,4.1,6.7,0.0,10.8,,,10.4,,,11.7,10.8,,7305
MAKAI,Lilla,w,HUN,25-28 May 2023,2023 Varna World Challenge Cup Results,qual,"Varna, Bulgaria",12.0,4.6,7.566,0.0,12.166,,,11.533,,,,12.166,12.133,6371
Makai,Lilla,w,HUN,1-4 Jun 2023,2023 Tel Aviv Challenge Cup,qual,"Tel Aviv, Israel",7.0,4.8,7.767,,12.567,,,11.467,,,,11.917,10.433,7383
HABISREUTINGER,Lilli,w,SUI,11-14 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",17.0,4.0,8.566,,12.566,,,,,,12.566,,,3691
HABISREUTINGER,Lilli Leanne,w,SUI,11-14 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",116.0,4.7,3.966,,8.666,,,11.866,,,13.0,8.666,10.066,3692
TRANFIELD,Lily,w,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",65.0,3.2,4.75,0.0,7.95,,,9.55,,,,7.95,,10631
YU,Linmin,w,CHN,1-4 Mar 2023,World Cup,qual,"Doha, Qatar",10.0,4.2,8.8,,13.0,,,,,,13.038666666666666,,,11691
CONRADIE,Lisa,w,RSA,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",34.0,4.2,6.133,,10.333,,,10.8,,,11.76,10.333,10.9,1831
VAELEN,Lisa,w,BEL,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",22.0,4.6,6.733,,11.333,,,13.121833333333333,,,13.630249999999998,12.199666666666666,13.623571428571429,10920
AMRILLAEVA,Lobar,w,UZB,25-28 May 2023,2023 Varna World Challenge Cup Results,qual,"Varna, Bulgaria",26.0,4.9,5.433,0.1,10.233,,,11.4495,,,12.2495,11.1665,10.1665,330
DE MUNCK,Loran,m,NED,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",31.0,5.6,8.2,,13.8,,14.360666666666665,,13.841249999999999,13.116499999999998,,,,2228
MUNCK,Loran,m,NED,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",50.0,5.6,8.166,,13.766,,14.183,,13.766,13.166,,,,7343
Munck,Loran de,m,,8-11 Jun 2023,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",17.0,5.6,7.65,,13.25,,13.35,,13.25,,,,,7484
MEDINA,Lorena,w,ESP,11-14 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",43.0,5.0,7.0,,12.0,,,12.188666666666668,,,12.777333333333333,11.810666666666668,,6761
MEDINA COBOS,Lorena,w,ESP,1-5 Aug 2023,2023 FISH World University Games,AAfinal,"Chengdu, China",7.0,4.6,7.7,,12.3,,,12.2165,,,12.722,11.65,12.433,6770
BONICELLI,Lorenzo,m,ITA,1-5 Aug 2023,2023 FISH World University Games,AAfinal,"Chengdu, China",9.0,5.5,7.866,,13.366,13.6665,13.3995,13.676333333333332,13.783,12.9665,13.4495,,,1133
CARROZZO,Lorenzo,m,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",31.0,4.7,6.65,0.0,11.35,12.55,6.2,11.35,12.1,12.4,12.75,,,1530
CASALI,Lorenzo Minh,m,ITA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",21.0,5.3,7.666,,12.966,12.899600000000001,12.7064,13.821999999999997,13.955166666666665,13.399666666666667,14.344166666666666,,,1580
CHARPY,Lorette,w,FRA,11-14 Aug 2022,2022 Senior European Championships,final,"Munich, Germany",3.0,6.2,7.966,,14.166,,,,,,,,13.755,1704
OLIVEIRA,Lorrane,w,BRA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",36.0,5.6,7.633,,13.233,,,,,,12.666,,13.233,7829
Oliveira,Lorrane,w,,8-11 Jun 2023,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",20.0,5.1,6.066,0.1,11.066,,,11.4,,,,11.066,13.083,7977
SMITH,Lottie,w,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",23.0,4.6,6.8,0.1,11.3,,,11.85,,,12.4,11.600000000000001,11.774999999999999,9773
CITHERLET,Lou Anne,w,SUI,25-28 May 2023,2023 Varna World Challenge Cup Results,qual,"Varna, Bulgaria",13.0,4.1,7.366,0.0,11.466,,,,,,12.1665,,11.466,1805
LOPEZ,Louise,w,MEX,27-30 Apr 2023,World Cup,qual,"Cairo, Egypt",27.0,4.5,5.8,,10.3,,,11.4,,,,10.3,,6185
GIUBELLINI,Luca,m,SUI,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",63.0,5.8,7.566,0.3,13.066,,13.866,13.066,,,14.210999999999999,,,3443
DESANGES,Lucas,m,FRA,11-16 Apr 2023,2023 Senior European Championships,final,"Antalya, Turkey",7.0,5.7,7.766,0.1,13.366,13.2915,13.071999999999997,13.655333333333333,12.733,,9.333333333333334,,,2310
KOCHAN,Lucas,m,GER,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",48.0,5.4,7.833,,13.233,13.033199999999999,11.616499999999998,13.453999999999999,13.377666666666668,13.05,11.1032,,,5186
SOUZA BITENCOURT,Lucas,m,BRA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",18.0,5.4,8.433,,13.833,13.833,11.9,,11.733,12.766,,,,9837
PAULINO LOPEZ,Lucia,w,PAN,24-28 Jun 2023,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",28.0,4.3,5.8,0.1,10.0,,,,,,11.2,10.0,,8082
MARIKOVA,Lucie,w,CZE,11-14 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",74.0,4.2,6.933,,11.133,,,,,,,,11.133,6512
TRNKOVA,Lucie,w,CZE,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",104.0,4.7,6.266,,10.966,,,11.7665,,,11.3,11.2196,,10682
HRIBAR,Lucija,w,SLO,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",61.0,4.7,7.066,,11.766,,,11.819799999999999,,,13.022,11.871833333333335,12.428142857142857,4119
LEWIS,Lucy,w,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,final,"Liverpool, England",8.0,5.0,5.65,0.0,10.65,,,11.65,,,,11.9,11.566666666666668,6030
ROBINSON,Lucy,w,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",59.0,4.0,5.05,0.0,9.05,,,10.2,,,11.55,9.05,9.3,8889
IL SUNG MELANDER,Luis,m,SWE,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",73.0,4.6,8.266,,12.866,11.866,9.7165,12.866,10.344333333333333,12.344,13.033,,,4218
MAIA,Luisa,w,BRA,17-19 Mar 2023,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",32.0,5.0,6.7,,11.7,,,12.35,,,6.5,11.7,,6367
BOJANC,Luka,m,SLO,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",63.0,5.1,7.8,,12.9,,,,,12.1598,,,,1128
KEYBUS,Luka,m,BEL,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",18.0,5.3,8.033,,13.333,13.0495,11.1495,13.5165,14.1995,12.8,14.3165,,,4953
VAN DEN KEYBUS,Luka,m,BEL,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",84.0,5.6,6.9,,12.5,12.97475,11.82475,13.3332,13.0996,12.722,13.888666666666666,,,10973
DAUSER,Lukas,m,GER,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",16.0,5.3,8.366,,13.666,12.95825,12.866333333333335,13.766,14.999666666666668,13.108,13.80775,,,2074
WHITEHOUSE,Luke,m,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,final,"Liverpool, England",3.0,6.0,7.87,0.1,13.766,12.14575,11.8398,14.022,12.1966,13.4165,14.113833333333334,,,11442
ZULFA,Luqman Al Hafiz,m,MAS,23-26 Feb 2023,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",40.0,5.4,6.5,,11.9,12.133,,11.9,10.7,,,,,11915
HUERNINK,Luuk,m,NED,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",76.0,5.3,7.566,,12.866,12.6,,12.866,12.133,,13.8,,,4174
FRANCERIES,Léa,w,FRA,17-19 Mar 2023,EnBW DTB Pokal Team Challenge 2023,final,"Stuttgart, Germany",3.0,5.4,7.333,,12.733,,,13.0,,,6.5,12.9665,,3003
SALADINO,Léo,m,FRA,17-19 Mar 2023,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",22.0,5.5,8.05,,13.55,12.55,11.2,13.55,14.05,13.55,6.875,,,9201
DAWSON,Mabelle,w,GBR,23-26 Mar 2023,2023 British Gymnastics Championships,qual,"Liverpool, England",24.0,4.7,6.7,0.0,11.4,,,10.2,,,11.8,11.4,8.95,2175
